name,representative_food,major_category,weight,energy_kcal,carbohydrate_g,protein_g,calcium_mg,kalium_mg,iron_mg,magnesium_mg,zinc_mg,cellulose_g,aminoacid_mg,leucine_mg,methionine_mg,selenium_ug,omega3_g,vitaminA_ug,vitaminB_mg,folicacid_ug,vitaminB12_mg,vitaminC_mg,vitaminD_ug,vitaminE_mg
르뱅쿠키샘플,코코넛 치즈 르뱅 쿠키,구움과자 및 샌드형 디저트,800g,447,53.58,6.88,,,,,,,,,,,,,0.0,,,,,
르뱅쿠키,크림치즈 필링 쿠키,구움과자 및 샌드형 디저트,38g,611,47.37,10.53,,,,,,,,,,,,,0.0,,,,,
리얼버터쿠키,버터 쿠키,구움과자 및 샌드형 디저트,10g,503,67.2,3.86,,,,,,,,,,,,,0.0,,,,,
리치오트밀쿠키,"견과류와 커피, 과일 등 다양한 재료를 활용한 쿠키",구움과자 및 샌드형 디저트,60g,440,61.74,6.08,,,,,,,,,,,,,0.0,,,,,
리치피넛버터쿠키,버터 쿠키,구움과자 및 샌드형 디저트,60g,470,52.44,7.75,,,,,,,,,,,,,0.0,,,,,
마마롱기프트틴쿠키,곡물과 견과류를 넣은 쿠키,구움과자 및 샌드형 디저트,350g,480,70.0,10.0,,,,,,,,,,,,,0.0,,,,,
마이알레기프트틴쿠키,곡물과 견과류를 넣은 쿠키,구움과자 및 샌드형 디저트,340g,480,60.0,10.0,,,,,,,,,,,,,0.0,,,,,
마차크림치즈르뱅쿠키,말차/얼그레이 쿠키,구움과자 및 샌드형 디저트,100g,426,53.3,6.0,,,,,,,,,,,,,0.0,,,,,
마카다미아초코쿠키,초코 브라우니 르뱅 쿠키,구움과자 및 샌드형 디저트,210g,508,49.98,7.55,,,,,,,,,,,,,0.0,,,,,
말차르뱅쿠키,말차/얼그레이 쿠키,구움과자 및 샌드형 디저트,80g,444,53.75,6.63,,,,,,,,,,,,,0.0,,,,,
말차쿠키샌드,말차/얼그레이 쿠키,구움과자 및 샌드형 디저트,28g,546,57.14,5.71,,,,,,,,,,,,,0.0,,,,,
말차마카다미아쿠키,말차/얼그레이 쿠키,구움과자 및 샌드형 디저트,90g,223,39.0,3.0,,,,,,,,,,,,,0.0,,,,,
망고머랭쿠키,머랭 쿠키,구움과자 및 샌드형 디저트,45g,267,62.22,5.33,,,,,,,,,,,,,0.0,,,,,
메르베르수제쿠키종,머랭 쿠키,구움과자 및 샌드형 디저트,120g,516,54.58,7.92,,,,,,,,,,,,,0.0,,,,,
메주쿠키,이색 재료 쿠키,구움과자 및 샌드형 디저트,45g,529,55.22,6.27,,,,,,,,,,,,,0.0,,,,,
모나카허니플로랑탱,마들렌/사블레,구움과자 및 샌드형 디저트,100g,663,48.0,14.0,,,,,,,,,,,,,0.0,,,,,
모아나쿠키생지,다양한 식감과 재료를 활용한 쿠키,구움과자 및 샌드형 디저트,130g,519,62.76,5.35,,,,,,,,,,,,,0.0,,,,,
미나리쿠키,이색 재료 쿠키,구움과자 및 샌드형 디저트,100g,520,59.0,7.0,,,,,,,,,,,,,0.0,,,,,
미니버터롤쿠키,코코넛 치즈 르뱅 쿠키,구움과자 및 샌드형 디저트,90g,507,62.82,9.3,,,,,,,,,,,,,0.0,,,,,
밀크샌드쿠키,"견과류와 커피, 과일 등 다양한 재료를 활용한 쿠키",구움과자 및 샌드형 디저트,112g,521,60.71,7.14,,,,,,,,,,,,,0.0,,,,,
바나나머랭쿠키,머랭 쿠키,구움과자 및 샌드형 디저트,30g,400,90.0,6.67,,,,,,,,,,,,,0.0,,,,,
바닐라사블레쿠키,코코넛 치즈 르뱅 쿠키,구움과자 및 샌드형 디저트,17g,510,68.8,3.34,,,,,,,,,,,,,0.0,,,,,
바닐라사브레쿠키,코코넛 치즈 르뱅 쿠키,구움과자 및 샌드형 디저트,70g,457,65.72,2.86,,,,,,,,,,,,,0.0,,,,,
밤양갱버터쿠키,버터 쿠키,구움과자 및 샌드형 디저트,90g,460,71.11,4.44,,,,,,,,,,,,,0.0,,,,,
버드사브레까망베르,사브레,떡·빵·과자류,150g,455,40.0,8.0,,,,,,,,,,,,,0.0,,,,,
버드사브레얼그레이,사브레,떡·빵·과자류,150g,500,44.0,8.0,,,,,,,,,,,,,0.0,,,,,
버터발효쿠키,버터 쿠키,구움과자 및 샌드형 디저트,100g,489,58.0,9.0,,,,,,,,,,,,,0.0,,,,,
버터우유크림랑그드샤,랑그드샤/티그레,떡·빵·과자류,396g,578,50.0,9.0,,,,,,,,,,,,,0.0,,,,,
버터쿠키세트,쿠키 만들기 세트,구움과자 및 샌드형 디저트,116g,513,68.11,6.9,,,,,,,,,,,,,0.0,,,,,
버터로만든초코칩쿠키,버터 쿠키,구움과자 및 샌드형 디저트,900g,474,71.6,6.1,,,,,,,,,,,,,0.0,,,,,
버터사블레쿠키,버터 쿠키,구움과자 및 샌드형 디저트,85g,538,61.51,6.26,,,,,,,,,,,,,0.0,,,,,
버터앤쉘터갈레트쿠키,버터 쿠키,구움과자 및 샌드형 디저트,95g,453,44.21,7.37,,,,,,,,,,,,,0.0,,,,,
버터앤쉘터버터쿠키,버터 쿠키,구움과자 및 샌드형 디저트,90g,533,60.0,5.56,,,,,,,,,,,,,0.0,,,,,
버터하트쿠키,버터 쿠키,구움과자 및 샌드형 디저트,25g,549,51.47,7.84,,,,,,,,,,,,,0.0,,,,,
벚꽃머렝쿠키,머랭 쿠키,구움과자 및 샌드형 디저트,25g,240,54.4,4.8,,,,,,,,,,,,,0.0,,,,,
벚꽃머랭쿠키,머랭 쿠키,구움과자 및 샌드형 디저트,70g,230,55.0,5.0,,,,,,,,,,,,,0.0,,,,,
베이커리아몬드쿠키,"견과류와 커피, 과일 등 다양한 재료를 활용한 쿠키",구움과자 및 샌드형 디저트,50g,428,58.0,4.0,,,,,,,,,,,,,0.0,,,,,
베이커리초코칩쿠키,초코청크 쿠키,구움과자 및 샌드형 디저트,50g,444,62.0,4.0,,,,,,,,,,,,,0.0,,,,,
베이커리피넛버터쿠키,버터 쿠키,구움과자 및 샌드형 디저트,50g,504,64.0,8.0,,,,,,,,,,,,,0.0,,,,,
브라우니초코쿠키,초코 브라우니 르뱅 쿠키,구움과자 및 샌드형 디저트,100g,180,23.0,4.0,,,,,,,,,,,,,0.0,,,,,
브라우니쿠키,초코 브라우니 르뱅 쿠키,구움과자 및 샌드형 디저트,95g,357,48.42,5.26,,,,,,,,,,,,,0.0,,,,,
브로리쿠키,다채로운 맛과 모양의 쿠키,구움과자 및 샌드형 디저트,100g,471,68.07,5.44,,,,,,,,,,,,,0.0,,,,,
블랙버터쿠키,버터 쿠키,구움과자 및 샌드형 디저트,90g,460,71.11,4.44,,,,,,,,,,,,,0.0,,,,,
블루베리쿠키,크림치즈 필링 쿠키,구움과자 및 샌드형 디저트,1500g,457,53.9,4.6,,,,,,,,,,,,,0.0,,,,,
비블리비엔나쿠키커피,와플/웨이퍼,떡·빵·과자류,100g,473,48.0,5.0,,,,,,,,,,,,,0.0,,,,,
비어샌드,견과/씨앗 함유 크래커,곡물·튀김·팝콘 스낵,35g,431,42.86,3.71,,,,,,,,,,,,,0.0,,,,,
뽀또버터레몬,샌드형 과자,구움과자 및 샌드형 디저트,70g,503,68.57,5.71,,,,,,,,,,,,,0.0,,,,,
쁘띠치즈쿠키,황치즈 크림치즈 쿠키,구움과자 및 샌드형 디저트,90g,532,56.94,9.42,,,,,,,,,,,,,0.0,,,,,
사블레브로통,사브레,떡·빵·과자류,30g,548,56.4,6.2,,,,,,,,,,,,,0.0,,,,,
상하농원초코쿠키,우리밀 통밀 쿠키/비스켓,구움과자 및 샌드형 디저트,50g,500,64.0,4.0,,,,,,,,,,,,,0.0,,,,,
소보루비스켓,샌드위치비스킷,떡·빵·과자류,10g,354,55.0,11.0,,,,,,,,,,,,,0.0,,,,,
소프트잼쿠키,크림치즈 필링 쿠키,구움과자 및 샌드형 디저트,150g,522,61.74,6.53,,,,,,,,,,,,,0.0,,,,,
소프트쿠키쇼콜라,초코 브라우니 르뱅 쿠키,구움과자 및 샌드형 디저트,100g,513,66.9,3.8,,,,,,,,,,,,,0.0,,,,,
소프트쿠키치즈,황치즈 크림치즈 쿠키,구움과자 및 샌드형 디저트,100g,503,71.1,3.9,,,,,,,,,,,,,0.0,,,,,
소프트쿠키커피,"견과류와 커피, 과일 등 다양한 재료를 활용한 쿠키",구움과자 및 샌드형 디저트,100g,503,70.9,3.0,,,,,,,,,,,,,0.0,,,,,
소프트쿠키플레인,"견과류와 커피, 과일 등 다양한 재료를 활용한 쿠키",구움과자 및 샌드형 디저트,100g,507,70.4,3.1,,,,,,,,,,,,,0.0,,,,,
솔트너츠쿠키,"견과류와 커피, 과일 등 다양한 재료를 활용한 쿠키",구움과자 및 샌드형 디저트,42g,460,52.38,7.14,,,,,,,,,,,,,0.0,,,,,
솔트망고치즈쿠키,황치즈 크림치즈 쿠키,구움과자 및 샌드형 디저트,42g,421,57.14,7.14,,,,,,,,,,,,,0.0,,,,,
솔트초코쿠키,초코 브라우니 르뱅 쿠키,구움과자 및 샌드형 디저트,42g,450,59.53,4.76,,,,,,,,,,,,,0.0,,,,,
수니쿠키더블초코,초코칩 쿠키,구움과자 및 샌드형 디저트,100g,473,57.0,7.0,,,,,,,,,,,,,0.0,,,,,
수박모양머랭쿠키,머랭 쿠키,구움과자 및 샌드형 디저트,15g,439,63.0,5.5,,,,,,,,,,,,,0.0,,,,,
수제스모어크래커,곡물 씨앗 크래커,곡물·튀김·팝콘 스낵,600g,410,75.5,8.6,,,,,,,,,,,,,0.0,,,,,
순메밀쿠키,우리밀 통밀 쿠키/비스켓,구움과자 및 샌드형 디저트,68g,790,80.88,18.74,,,,,,,,,,,,,0.0,,,,,
스노우브라우니쿠키,초코 브라우니 르뱅 쿠키,구움과자 및 샌드형 디저트,10g,453,61.44,5.23,,,,,,,,,,,,,0.0,,,,,
스누피페이스뵈르쿠키,다양한 모양과 맛의 쿠키,구움과자 및 샌드형 디저트,60g,474,49.26,5.43,,,,,,,,,,,,,0.0,,,,,
스타벅스너티쿠키,"견과류와 커피, 과일 등 다양한 재료를 활용한 쿠키",구움과자 및 샌드형 디저트,100g,551,55.52,9.34,,,,,,,,,,,,,0.0,,,,,
슬라임쿠키,다양한 모양과 맛의 쿠키,구움과자 및 샌드형 디저트,100g,595,50.84,5.97,,,,,,,,,,,,,0.0,,,,,
신이어상투쿠키,이색 재료 쿠키,구움과자 및 샌드형 디저트,80g,331,70.0,8.75,,,,,,,,,,,,,0.0,,,,,
신이어쑥쿠키,이색 재료 쿠키,구움과자 및 샌드형 디저트,65g,480,66.16,6.15,,,,,,,,,,,,,0.0,,,,,
씨앗쿠키,다양한 식감과 재료를 활용한 쿠키,구움과자 및 샌드형 디저트,70g,270,10.0,15.0,,,,,,,,,,,,,0.0,,,,,
아몬드발효쿠키,아몬드 쿠키,구움과자 및 샌드형 디저트,100g,453,58.0,11.0,,,,,,,,,,,,,0.0,,,,,
아몬드치즈쿠키,아몬드 쿠키,구움과자 및 샌드형 디저트,100g,511,61.0,7.0,,,,,,,,,,,,,0.0,,,,,
아빠쿠키,이색 재료 쿠키,구움과자 및 샌드형 디저트,35g,777,96.0,14.29,,,,,,,,,,,,,0.0,,,,,
앙버터현미크래커,곡물 씨앗 크래커,곡물·튀김·팝콘 스낵,100g,485,51.65,23.05,,,,,,,,,,,,,0.0,,,,,
얼그레이샌드크림쿠키,말차/얼그레이 쿠키,구움과자 및 샌드형 디저트,25g,481,39.0,5.0,,,,,,,,,,,,,0.0,,,,,
엄마쿠키,이색 재료 쿠키,구움과자 및 샌드형 디저트,55g,507,55.82,8.91,,,,,,,,,,,,,0.0,,,,,
에쉬레버터랑그드샤,타르트/갈레트,"케이크, 타르트, 롤케이크, 무스 및 기타 구움과자",90g,587,48.89,7.78,,,,,,,,,,,,,0.0,,,,,
에이스야채,"쌀, 보리, 콩 기반 스낵",곡물·튀김·팝콘 스낵,145g,483,63.33,6.67,,,,,,,,,,,,,0.0,,,,,
엘리스기프트틴쿠키,곡물과 견과류를 넣은 쿠키,구움과자 및 샌드형 디저트,360g,500,70.0,10.0,,,,,,,,,,,,,0.0,,,,,
영양크래커,곡물 씨앗 크래커,곡물·튀김·팝콘 스낵,150g,414,75.8,12.0,,,,,,,,,,,,,0.0,,,,,
예티쿠키,다채로운 맛과 모양의 쿠키,구움과자 및 샌드형 디저트,100g,501,66.1,6.43,,,,,,,,,,,,,0.0,,,,,
오레오크림치즈르뱅,오레오,떡·빵·과자류,100g,441,51.3,6.9,,,,,,,,,,,,,0.0,,,,,
오레오스무어쿠키,오레오,떡·빵·과자류,90g,390,45.0,3.0,,,,,,,,,,,,,0.0,,,,,
오렌지얼그레이쿠키,말차/얼그레이 쿠키,구움과자 및 샌드형 디저트,85g,499,68.7,5.29,,,,,,,,,,,,,0.0,,,,,
오리지널레몬쿠키,"견과류와 커피, 과일 등 다양한 재료를 활용한 쿠키",구움과자 및 샌드형 디저트,55g,473,65.46,5.46,,,,,,,,,,,,,0.0,,,,,
오티스더블초코쿠키,오레오,떡·빵·과자류,50g,510,72.0,4.0,,,,,,,,,,,,,0.0,,,,,
오티스초콜릿칩쿠키,초코청크 쿠키,구움과자 및 샌드형 디저트,50g,500,68.0,4.0,,,,,,,,,,,,,0.0,,,,,
오티스피넛버터쿠키,버터 쿠키,구움과자 및 샌드형 디저트,50g,510,68.0,8.0,,,,,,,,,,,,,0.0,,,,,
우리밀플레인쿠키,통곡물 건강 쿠키,구움과자 및 샌드형 디저트,100g,540,58.0,7.0,,,,,,,,,,,,,0.0,,,,,
우리밀모자이크쿠키,우리밀 통밀 쿠키/비스켓,구움과자 및 샌드형 디저트,135g,465,55.0,5.0,,,,,,,,,,,,,0.0,,,,,
우리밀샤브레쿠키,통곡물 건강 쿠키,구움과자 및 샌드형 디저트,60g,495,45.0,9.0,,,,,,,,,,,,,0.0,,,,,
우리밀윙크쿠키,우리밀 통밀 쿠키/비스켓,구움과자 및 샌드형 디저트,30g,465,50.0,5.0,,,,,,,,,,,,,0.0,,,,,
우리밀초코아몬드쿠키,우리밀 통밀 쿠키/비스켓,구움과자 및 샌드형 디저트,145g,522,60.4,8.5,,,,,,,,,,,,,0.0,,,,,
우리밀초코칩쿠키,우리밀 통밀 쿠키/비스켓,구움과자 및 샌드형 디저트,70g,490,35.0,8.0,,,,,,,,,,,,,0.0,,,,,
우리밀통아몬드쿠키,아몬드 쿠키,구움과자 및 샌드형 디저트,140g,505,55.0,10.0,,,,,,,,,,,,,0.0,,,,,
우리밀패스츄리쿠키,우리밀 통밀 쿠키/비스켓,구움과자 및 샌드형 디저트,100g,460,60.0,13.0,,,,,,,,,,,,,0.0,,,,,
우리밀피칸쿠키,통곡물 건강 쿠키,구움과자 및 샌드형 디저트,140g,535,45.0,6.0,,,,,,,,,,,,,0.0,,,,,
우리밀황치즈쿠키,우리밀 통밀 쿠키/비스켓,구움과자 및 샌드형 디저트,130g,450,55.0,5.0,,,,,,,,,,,,,0.0,,,,,
원피스포토쿠키,다채로운 맛과 모양의 쿠키,구움과자 및 샌드형 디저트,28g,420,60.11,5.0,,,,,,,,,,,,,0.0,,,,,
월넛르뱅쿠키,견과류가 들어간 르뱅 쿠키,구움과자 및 샌드형 디저트,80g,524,51.9,7.4,,,,,,,,,,,,,0.0,,,,,
유기농계란쿠키,우리밀 통밀 쿠키/비스켓,구움과자 및 샌드형 디저트,30g,500,66.67,6.67,,,,,,,,,,,,,0.0,,,,,
음표쿠키,다양한 모양과 맛의 쿠키,구움과자 및 샌드형 디저트,100g,501,66.1,6.43,,,,,,,,,,,,,0.0,,,,,
이번주만버터소금쿠키,버터 쿠키,구움과자 및 샌드형 디저트,10g,505,66.31,3.7,,,,,,,,,,,,,0.0,,,,,
이탈리안비스코티,샌드위치비스킷,떡·빵·과자류,55g,491,47.27,9.09,,,,,,,,,,,,,0.0,,,,,
잇츠베러쿠키썸머베리,크림치즈 필링 쿠키,구움과자 및 샌드형 디저트,40g,465,62.5,15.0,,,,,,6.0,,,,,,,0.0,,,,,
잇츠베러크래커어니언,누룽지 크래커,곡물·튀김·팝콘 스낵,45g,467,66.67,13.33,,,,,,6.2,,,,,,,0.0,,,,,
제주말차쿠키,말차/얼그레이 쿠키,구움과자 및 샌드형 디저트,100g,461,56.72,9.41,,,,,,,,,,,,,0.0,,,,,
제주우도땅콩쿠키,다양한 식감과 재료를 활용한 쿠키,구움과자 및 샌드형 디저트,90g,492,46.0,25.0,,,,,,,,,,,,,0.0,,,,,
종합쿠키세트,쿠키 만들기 세트,구움과자 및 샌드형 디저트,104g,510,68.27,6.73,,,,,,,,,,,,,0.0,,,,,
주황버섯쿠키,다양한 모양과 맛의 쿠키,구움과자 및 샌드형 디저트,100g,486,64.04,6.32,,,,,,,,,,,,,0.0,,,,,
지금은쿠키시대치즈,이색 재료 쿠키,구움과자 및 샌드형 디저트,50g,560,60.0,8.0,,,,,,,,,,,,,0.0,,,,,
쫀득샌드쿠키크림치즈,수제 쿠키,구움과자 및 샌드형 디저트,80g,476,50.6,4.4,,,,,,,,,,,,,0.0,,,,,
쫀득샌드쿠키황치즈,수제 쿠키,구움과자 및 샌드형 디저트,80g,478,58.75,3.75,,,,,,,,,,,,,0.0,,,,,
참새언덕뽕잎쿠키,수제 쿠키,구움과자 및 샌드형 디저트,100g,486,62.0,13.0,,,,,,,,,,,,,0.0,,,,,
참새언덕오디쿠키,수제 쿠키,구움과자 및 샌드형 디저트,100g,472,64.0,7.0,,,,,,,,,,,,,0.0,,,,,
천안호두샌드,수제 쿠키,구움과자 및 샌드형 디저트,100g,525,49.09,6.25,,,,,,,,,,,,,0.0,,,,,
청사과머랭쿠키,머랭 쿠키,구움과자 및 샌드형 디저트,25g,324,73.6,4.0,,,,,,,,,,,,,0.0,,,,,
청크쿠키,다채로운 맛과 모양의 쿠키,구움과자 및 샌드형 디저트,30g,487,56.67,6.67,,,,,,,,,,,,,0.0,,,,,
체리머랭쿠키,머랭 쿠키,구움과자 및 샌드형 디저트,45g,267,62.22,5.33,,,,,,,,,,,,,0.0,,,,,
초코버터발효쿠키,코코넛 치즈 르뱅 쿠키,구움과자 및 샌드형 디저트,100g,486,58.0,7.0,,,,,,,,,,,,,0.0,,,,,
초코대왕쿠키,초코칩 쿠키,구움과자 및 샌드형 디저트,80g,494,66.2,6.2,,,,,,,,,,,,,0.0,,,,,
초코사블레쿠키,초코 브라우니 르뱅 쿠키,구움과자 및 샌드형 디저트,17g,507,65.93,4.8,,,,,,,,,,,,,0.0,,,,,
초코청크쿠키,초코청크 쿠키,구움과자 및 샌드형 디저트,1000g,525,59.0,7.0,,,,,,,,,,,,,0.0,,,,,
초코칩폭탄쿠키,초코청크 쿠키,구움과자 및 샌드형 디저트,680g,516,68.0,6.0,,,,,,,,,,,,,0.0,,,,,
초콜릿청크쿠키,초코청크 쿠키,구움과자 및 샌드형 디저트,760g,511,62.49,4.68,,,,,,,,,,,,,0.0,,,,,
촉촉한마카다미아쿠키,"견과류와 커피, 과일 등 다양한 재료를 활용한 쿠키",구움과자 및 샌드형 디저트,100g,514,57.28,5.17,,,,,,,,,,,,,0.0,,,,,
쵸코쿠키,초코칩 쿠키,구움과자 및 샌드형 디저트,10000g,476,72.0,7.0,,,,,,,,,,,,,0.0,,,,,
카라멜샌드크림쿠키,버터 쿠키,구움과자 및 샌드형 디저트,25g,477,48.0,4.0,,,,,,,,,,,,,0.0,,,,,
카라멜쿠키,다채로운 맛과 모양의 쿠키,구움과자 및 샌드형 디저트,58g,466,56.9,5.17,,,,,,,,,,,,,0.0,,,,,
카카오아몬드쿠키,초코 브라우니 르뱅 쿠키,구움과자 및 샌드형 디저트,100g,521,61.43,8.55,,,,,,,,,,,,,0.0,,,,,
카페라떼랑드샤,타르트/갈레트,"케이크, 타르트, 롤케이크, 무스 및 기타 구움과자",45g,578,51.11,8.89,,,,,,,,,,,,,0.0,,,,,
카페사브레쿠키,코코넛 치즈 르뱅 쿠키,구움과자 및 샌드형 디저트,70g,457,65.72,2.86,,,,,,,,,,,,,0.0,,,,,
코코넛시나몬쿠키,코코넛 치즈 르뱅 쿠키,구움과자 및 샌드형 디저트,70g,371,38.0,4.0,,,,,,,,,,,,,0.0,,,,,
콩쿠키,곡물과 견과류를 넣은 쿠키,구움과자 및 샌드형 디저트,300g,505,63.0,7.0,,,,,,,,,,,,,0.0,,,,,
쿠키앤크림마카롱,크림치즈 필링 쿠키,구움과자 및 샌드형 디저트,23g,413,39.13,4.35,,,,,,,,,,,,,0.0,,,,,
쿠키넛,곡물과 견과류를 넣은 쿠키,구움과자 및 샌드형 디저트,74g,518,51.35,10.81,,,,,,,,,,,,,0.0,,,,,
쿠키크림벤카롱,크림치즈 필링 쿠키,구움과자 및 샌드형 디저트,350g,437,62.86,5.43,,,,,,,,,,,,,0.0,,,,,
쿠키하우스,다채로운 맛과 모양의 쿠키,구움과자 및 샌드형 디저트,3400g,450,69.77,6.23,,,,,,,,,,,,,0.0,,,,,
퀸즈가든기프트틴쿠키,수제 쿠키,구움과자 및 샌드형 디저트,360g,500,60.0,10.0,,,,,,,,,,,,,0.0,,,,,
크랜베리월넛쿠키,견과류가 들어간 르뱅 쿠키,구움과자 및 샌드형 디저트,30g,190,33.33,6.67,,,,,,,,,,,,,0.0,,,,,
크랜베리치아시드쿠키,견과류가 들어간 르뱅 쿠키,구움과자 및 샌드형 디저트,50g,446,66.0,6.0,,,,,,,,,,,,,0.0,,,,,
크랜베리캐슈넛쿠키,견과류가 들어간 르뱅 쿠키,구움과자 및 샌드형 디저트,40g,437,64.58,8.35,,,,,,,,,,,,,0.0,,,,,
크리스프쿠키,"견과류와 커피, 과일 등 다양한 재료를 활용한 쿠키",구움과자 및 샌드형 디저트,90g,420,56.0,11.0,,,,,,,,,,,,,0.0,,,,,
클레식르뱅쿠키,코코넛 치즈 르뱅 쿠키,구움과자 및 샌드형 디저트,100g,534,30.2,8.0,,,,,,,,,,,,,0.0,,,,,
타르트타탱젤리쿠키,코코넛 치즈 르뱅 쿠키,구움과자 및 샌드형 디저트,27g,466,67.66,4.06,,,,,,,,,,,,,0.0,,,,,
통밀캬라멜쿠키,통곡물 건강 쿠키,구움과자 및 샌드형 디저트,20g,706,87.0,9.0,,,,,,,,,,,,,0.0,,,,,
통밀쿠키,통곡물 건강 쿠키,구움과자 및 샌드형 디저트,100g,485,68.4,10.2,,,,,,,,,,,,,0.0,,,,,
트리플초코르뱅쿠키,초코 브라우니 르뱅 쿠키,구움과자 및 샌드형 디저트,540g,473,61.11,5.56,,,,,,,,,,,,,0.0,,,,,
퍼그쿠키팝,다양한 모양과 맛의 쿠키,구움과자 및 샌드형 디저트,43g,426,58.92,5.21,,,,,,,,,,,,,0.0,,,,,
포도머랭쿠키,머랭 쿠키,구움과자 및 샌드형 디저트,25g,324,73.6,4.0,,,,,,,,,,,,,0.0,,,,,
포레누아젤리쿠키,크림치즈 필링 쿠키,구움과자 및 샌드형 디저트,27g,463,72.22,2.41,,,,,,,,,,,,,0.0,,,,,
플레인쿠키,"견과류와 커피, 과일 등 다양한 재료를 활용한 쿠키",구움과자 및 샌드형 디저트,55g,445,54.55,5.46,,,,,,,,,,,,,0.0,,,,,
피넛대왕쿠키,"견과류와 커피, 과일 등 다양한 재료를 활용한 쿠키",구움과자 및 샌드형 디저트,80g,502,63.4,8.4,,,,,,,,,,,,,0.0,,,,,
핑크빈쿠키,다양한 모양과 맛의 쿠키,구움과자 및 샌드형 디저트,100g,449,63.9,7.79,,,,,,,,,,,,,0.0,,,,,
할리베어쿠키,다양한 모양과 맛의 쿠키,구움과자 및 샌드형 디저트,100g,456,50.0,7.0,,,,,,,,,,,,,0.0,,,,,
햄버거모양쿠키,다양한 식감과 재료를 활용한 쿠키,구움과자 및 샌드형 디저트,200g,468,49.95,6.62,,,,,,,,,,,,,0.0,,,,,
햇쌀르뱅쿠키,크림치즈 필링 쿠키,구움과자 및 샌드형 디저트,100g,561,40.7,7.8,,,,,,,,,,,,,0.0,,,,,
허브바질쿠키,"견과류와 커피, 과일 등 다양한 재료를 활용한 쿠키",구움과자 및 샌드형 디저트,1000g,518,63.1,6.2,,,,,,,,,,,,,0.0,,,,,
헤이즐넛오트쿠키,통곡물 건강 쿠키,구움과자 및 샌드형 디저트,90g,482,62.1,4.94,,,,,,,,,,,,,0.0,,,,,
헤이즐넛프랄린쿠키,견과류가 들어간 르뱅 쿠키,구움과자 및 샌드형 디저트,85g,501,63.0,8.14,,,,,,,,,,,,,0.0,,,,,
호두쿠키,"견과류와 커피, 과일 등 다양한 재료를 활용한 쿠키",구움과자 및 샌드형 디저트,40g,488,55.0,5.0,,,,,,,,,,,,,0.0,,,,,
홍차초코칩발효쿠키,말차/얼그레이 쿠키,구움과자 및 샌드형 디저트,100g,464,59.0,12.0,,,,,,,,,,,,,0.0,,,,,
화이트르뱅쿠키,크림치즈 필링 쿠키,구움과자 및 샌드형 디저트,66g,418,75.76,7.42,,,,,,,,,,,,,0.0,,,,,
화이트마카다미아르뱅,타르트/갈레트,"케이크, 타르트, 롤케이크, 무스 및 기타 구움과자",96g,426,55.21,7.29,,,,,,,,,,,,,0.0,,,,,
화이트말차르뱅쿠키,말차/얼그레이 쿠키,구움과자 및 샌드형 디저트,100g,493,51.0,7.0,,,,,,,,,,,,,0.0,,,,,
화이트초코쿠키,초코칩 쿠키,구움과자 및 샌드형 디저트,17g,503,61.67,6.67,,,,,,,,,,,,,0.0,,,,,
곡쿠키,곡물과 견과류를 넣은 쿠키,구움과자 및 샌드형 디저트,60g,479,45.57,8.08,,,,,,,,,,,,,0.0,,,,,
빵빵선인장쿠키,다채로운 맛과 모양의 쿠키,구움과자 및 샌드형 디저트,52g,460,61.54,5.77,,,,,,,,,,,,,0.0,,,,,
목장우유샌드,샌드형 과자,구움과자 및 샌드형 디저트,80g,531,61.25,7.5,,,,,,,,,,,,,0.0,,,,,
가루쌀초코쿠키,통곡물 건강 쿠키,구움과자 및 샌드형 디저트,90g,294,54.44,6.67,,,,,,,,,,,,,0.0,,,,,
강원도감자쿠키,다양한 식감과 재료를 활용한 쿠키,구움과자 및 샌드형 디저트,100g,450,72.2,7.2,,,,,,,,,,,,,0.0,,,,,
고트뮨카라멜쿠키,"견과류와 커피, 과일 등 다양한 재료를 활용한 쿠키",구움과자 및 샌드형 디저트,58g,459,55.17,6.9,,,,,,,,,,,,,0.0,,,,,
군산밀레드벨벳쿠키,곡물과 견과류를 넣은 쿠키,구움과자 및 샌드형 디저트,300g,687,86.67,13.33,,,,,,,,,,,,,0.0,,,,,
군산밀버터쿠키,수제 쿠키,구움과자 및 샌드형 디저트,300g,680,86.67,13.33,,,,,,,,,,,,,0.0,,,,,
군산쌀초코칩쿠키,수제 쿠키,구움과자 및 샌드형 디저트,300g,333,46.67,6.67,,,,,,,,,,,,,0.0,,,,,
너티스카치쿠키,"견과류와 커피, 과일 등 다양한 재료를 활용한 쿠키",구움과자 및 샌드형 디저트,10g,479,55.42,10.18,,,,,,,,,,,,,0.0,,,,,
노아르뱅쿠키,다양한 모양과 맛의 쿠키,구움과자 및 샌드형 디저트,130g,525,50.0,7.69,,,,,,,,,,,,,0.0,,,,,
눈사람머랭쿠키,머랭 쿠키,구움과자 및 샌드형 디저트,100g,386,91.4,4.7,,,,,,,,,,,,,0.0,,,,,
다크카라멜샌드쿠키,초코 브라우니 르뱅 쿠키,구움과자 및 샌드형 디저트,128g,535,39.85,6.25,,,,,,,,,,,,,0.0,,,,,
다크청크르벵쿠키,초코칩 쿠키,구움과자 및 샌드형 디저트,115g,491,56.44,7.03,,,,,,,,,,,,,0.0,,,,,
